id,Name,Code
messenger,Messenger,e0ca
messenger_outline,Messenger Outline,e0cb
mic,Mic,e029
mic_external_off,Mic External Off,ef59
mic_external_on,Mic External on,ef5a
mic_none,Mic None,e02a
mic_off,Mic Off,e02b
microwave,Microwave,f204
military_tech,Military Tech,ea3f
minimize,Minimize,e931
miscellaneous_services,Miscellaneous Services,f10c
missed_video_call,Missed Video Call,e073
mms,Mms,e618
mobile_friendly,Mobile Friendly,e200
mobile_off,Mobile Off,e201
mobile_screen_share,Mobile Screen Share,e0e7
mode_comment,Mode Comment,e253
mode_edit,Mode Edit,e254
model_training,Model Training,f0cf
monetization_on,Monetization on,e263
money,Money,e57d
money_off,Money Off,e25c
monitor,Monitor,ef5b
monochrome_photos,Monochrome Photos,e403
mood,Mood,e7f2
mood_bad,Mood Bad,e7f3
moped,Moped,eb28
more,More,e619
more_horiz,More Horiz,e5d3
more_time,More Time,ea5d
more_vert,More Vert,e5d4
motion_photos_off,Motion Photos Off,e9c0
motion_photos_on,Motion Photos on,e9c1
motion_photos_pause,Motion Photos Pause,f227
motion_photos_paused,Motion Photos Paused,e9c2
motorcycle,Motorcycle,e91b
mouse,Mouse,e323
move_to_inbox,Move to Inbox,e168
movie,Movie,e02c
movie_creation,Movie Creation,e404
movie_filter,Movie Filter,e43a
mp,Mp,e9c3
multiline_chart,Multiline Chart,e6df
multiple_stop,Multiple Stop,f1b9
multitrack_audio,Multitrack Audio,e1b8
museum,Museum,ea36
music_note,Music Note,e405
music_off,Music Off,e440
music_video,Music Video,e063
my_library_add,My Library Add,e02e
my_library_books,My Library Books,e02f
my_library_music,My Library Music,e030
my_location,My Location,e55c
nat,Nat,ef5c
nature,Nature,e406
nature_people,Nature People,e407
navigate_before,Navigate Before,e408
navigate_next,Navigate Next,e409
navigation,Navigation,e55d
near_me,Near Me,e569
near_me_disabled,Near Me Disabled,f1ef
network_cell,Network Cell,e1b9
network_check,Network Check,e640
network_locked,Network Locked,e61a
network_wifi,Network Wifi,e1ba
new_releases,New Releases,e031
next_plan,Next Plan,ef5d
next_week,Next Week,e16a
nfc,Nfc,e1bb
night_shelter,Night Shelter,f1f1
nightlife,Nightlife,ea62
nightlight_round,Nightlight Round,ef5e
nights_stay,Nights Stay,ea46
no_backpack,No Backpack,f237
no_cell,No Cell,f1a4
no_drinks,No Drinks,f1a5
no_encryption,No Encryption,e641
no_flash,No Flash,f1a6
no_food,No Food,f1a7
no_luggage,No Luggage,f23b
no_meals,No Meals,f1d6
no_meals_ouline,No Meals Ouline,f229
no_meeting_room,No Meeting Room,eb4e
no_photography,No Photography,f1a8
no_sim,No Sim,e0cc
no_stroller,No Stroller,f1af
no_transfer,No Transfer,f1d5
north,North,f1e0
north_east,North East,f1e1
north_west,North West,f1e2
not_accessible,Not Accessible,f0fe
not_interested,Not Interested,e033
not_listed_location,Not Listed Location,e575
not_started,Not Started,f0d1
note,Note,e06f
note_add,Note Add,e89c
notes,Notes,e26c
notification_important,Notification Important,e004
notifications,Notifications,e7f4
notifications_active,Notifications Active,e7f7
notifications_none,Notifications None,e7f5
notifications_off,Notifications Off,e7f6
notifications_on,Notifications on,e7f7
notifications_paused,Notifications Paused,e7f8
now_wallpaper,Now Wallpaper,e1bc
now_widgets,Now Widgets,e1bd
offline_bolt,Offline Bolt,e932
offline_pin,Offline Pin,e90a
offline_share,Offline Share,e9c5
ondemand_video,Ondemand Video,e63a
online_prediction,Online Prediction,f0eb
opacity,Opacity,e91c
open_in_browser,Open in Browser,e89d
open_in_full,Open in Full,f1ce
open_in_new,Open in New,e89e
open_with,Open With,e89f
outbond,Outbond,f228
outbox,Outbox,ef5f
outdoor_grill,Outdoor Grill,ea47
outgoing_mail,Outgoing Mail,f0d2
outlet,Outlet,f1d4
outlined_flag,Outlined Flag,e16e
padding,Padding,e9c8
pages,Pages,e7f9
pageview,Pageview,e8a0
palette,Palette,e40a
pan_tool,Pan Tool,e925
panorama,Panorama,e40b
panorama_fish_eye,Panorama Fish Eye,e40c
panorama_fisheye,Panorama Fisheye,e40c
panorama_horizontal,Panorama Horizontal,e40d
panorama_horizontal_select,Panorama Horizontal Select,ef60
panorama_photosphere,Panorama Photosphere,e9c9
panorama_photosphere_select,Panorama Photosphere Select,e9ca
panorama_vertical,Panorama Vertical,e40e
panorama_vertical_select,Panorama Vertical Select,ef61
panorama_wide_angle,Panorama Wide Angle,e40f
panorama_wide_angle_select,Panorama Wide Angle Select,ef62
park,Park,ea63
party_mode,Party Mode,e7fa
pause,Pause,e034
pause_circle_filled,Pause Circle Filled,e035
pause_circle_outline,Pause Circle Outline,e036
pause_presentation,Pause Presentation,e0ea
payment,Payment,e8a1
payments,Payments,ef63
pedal_bike,Pedal Bike,eb29
pending,Pending,ef64
pending_actions,Pending Actions,f1bb
people,People,e7fb
people_alt,People Alt,ea21
people_outline,People Outline,e7fc
perm_camera_mic,Perm Camera Mic,e8a2
perm_contact_cal,Perm Contact Cal,e8a3
perm_contact_calendar,Perm Contact Calendar,e8a3
perm_data_setting,Perm Data Setting,e8a4
perm_device_info,Perm Device Info,e8a5
perm_device_information,Perm Device Information,e8a5
perm_identity,Perm Identity,e8a6
perm_media,Perm Media,e8a7
perm_phone_msg,Perm Phone Msg,e8a8
perm_scan_wifi,Perm Scan Wifi,e8a9
person,Person,e7fd
person_add,Person Add,e7fe
person_add_alt,Person Add Alt,ea4d
person_add_alt_1,Person Add Alt 1,ef65
person_add_disabled,Person Add Disabled,e9cb
person_outline,Person Outline,e7ff
person_pin,Person Pin,e55a
person_pin_circle,Person Pin Circle,e56a
person_remove,Person Remove,ef66
person_remove_alt_1,Person Remove Alt 1,ef67
person_search,Person Search,f106
personal_video,Personal Video,e63b
pest_control,Pest Control,f0fa
pest_control_rodent,Pest Control Rodent,f0fd
pets,Pets,e91d
phone,Phone,e0cd
phone_android,Phone Android,e324
phone_bluetooth_speaker,Phone Bluetooth Speaker,e61b
phone_callback,Phone Callback,e649
phone_disabled,Phone Disabled,e9cc
phone_enabled,Phone Enabled,e9cd
phone_forwarded,Phone Forwarded,e61c
phone_in_talk,Phone in Talk,e61d
phone_iphone,Phone Iphone,e325
phone_locked,Phone Locked,e61e
phone_missed,Phone Missed,e61f
phone_paused,Phone Paused,e620
phonelink,Phonelink,e326
phonelink_erase,Phonelink Erase,e0db
phonelink_lock,Phonelink Lock,e0dc
phonelink_off,Phonelink Off,e327
phonelink_ring,Phonelink Ring,e0dd
phonelink_setup,Phonelink Setup,e0de
photo,Photo,e410
photo_album,Photo Album,e411
photo_camera,Photo Camera,e412
photo_camera_back,Photo Camera Back,ef68
photo_camera_front,Photo Camera Front,ef69
photo_filter,Photo Filter,e43b
photo_library,Photo Library,e413
photo_size_select_actual,Photo Size Select Actual,e432
photo_size_select_large,Photo Size Select Large,e433
photo_size_select_small,Photo Size Select Small,e434
picture_as_pdf,Picture as Pdf,e415
picture_in_picture,Picture in Picture,e8aa
picture_in_picture_alt,Picture in Picture Alt,e911
pie_chart,Pie Chart,e6c4
pie_chart_outlined,Pie Chart Outlined,e6c5
pin_drop,Pin Drop,e55e
pivot_table_chart,Pivot Table Chart,e9ce
place,Place,e55f
plagiarism,Plagiarism,ea5a
play_arrow,Play Arrow,e037
play_circle_fill,Play Circle Fill,e038
play_circle_filled,Play Circle Filled,e038
play_circle_outline,Play Circle Outline,e039
play_disabled,Play Disabled,ef6a
play_for_work,Play for Work,e906
playlist_add,Playlist Add,e03b
playlist_add_check,Playlist Add Check,e065
playlist_play,Playlist Play,e05f
plumbing,Plumbing,f107
plus_one,Plus One,e800
point_of_sale,Point of Sale,f17e
policy,Policy,ea17
poll,Poll,e801
polymer,Polymer,e8ab
pool,Pool,eb48
portable_wifi_off,Portable Wifi Off,e0ce
portrait,Portrait,e416
post_add,Post Add,ea20
power,Power,e63c
power_input,Power Input,e336
power_off,Power Off,e646
power_settings_new,Power Settings New,e8ac
pregnant_woman,Pregnant Woman,e91e
present_to_all,Present to All,e0df
preview,Preview,f1c5
print,Print,e8ad
print_disabled,Print Disabled,e9cf
priority_high,Priority High,e645
privacy_tip,Privacy Tip,f0dc
psychology,Psychology,ea4a
public,Public,e80b
public_off,Public Off,f1ca
publish,Publish,e255
published_with_changes,Published With Changes,f232
push_pin,Push Pin,f10d
qr_code,Qr Code,ef6b
qr_code_2,Qr Code 2,e00a
qr_code_scanner,Qr Code Scanner,f206
query_builder,Query Builder,e8ae
question_answer,Question Answer,e8af
queue,Queue,e03c
queue_music,Queue Music,e03d
queue_play_next,Queue Play Next,e066
quick_contacts_dialer,Quick Contacts Dialer,e0cf
quick_contacts_mail,Quick Contacts Mail,e0d0
quickreply,Quickreply,ef6c
radio,Radio,e03e
radio_button_checked,Radio Button Checked,e837
radio_button_off,Radio Button Off,e836
radio_button_on,Radio Button on,e837
radio_button_unchecked,Radio Button Unchecked,e836
railway_alert,Railway Alert,e9d1
ramen_dining,Ramen Dining,ea64
rate_review,Rate Review,e560
read_more,Read More,ef6d
receipt,Receipt,e8b0
receipt_long,Receipt Long,ef6e
recent_actors,Recent Actors,e03f
recommend,Recommend,e9d2
record_voice_over,Record Voice Over,e91f
redeem,Redeem,e8b1
redo,Redo,e15a
reduce_capacity,Reduce Capacity,f21c
refresh,Refresh,e5d5
remove,Remove,e15b
remove_circle,Remove Circle,e15c
remove_circle_outline,Remove Circle Outline,e15d
remove_done,Remove Done,e9d3
remove_from_queue,Remove From Queue,e067
remove_moderator,Remove Moderator,e9d4
remove_red_eye,Remove Red Eye,e417
remove_shopping_cart,Remove Shopping Cart,e928
reorder,Reorder,e8fe
repeat,Repeat,e040
repeat_on,Repeat on,e9d6
repeat_one,Repeat One,e041
repeat_one_on,Repeat One on,e9d7
replay,Replay,e042
replay_10,Replay 10,e059
replay_30,Replay 30,e05a
replay_5,Replay 5,e05b
replay_circle_filled,Replay Circle Filled,e9d8
reply,Reply,e15e
reply_all,Reply All,e15f
report,Report,e160
report_off,Report Off,e170
report_problem,Report Problem,e8b2
request_page,Request Page,f22c
request_quote,Request Quote,f1b6
reset_tv,Reset Tv,e9d9
restaurant,Restaurant,e56c
restaurant_menu,Restaurant Menu,e561
restore,Restore,e8b3
restore_from_trash,Restore From Trash,e938
restore_page,Restore Page,e929
rice_bowl,Rice Bowl,f1f5
ring_volume,Ring Volume,e0d1
roofing,Roofing,f201
room,Room,e8b4
room_preferences,Room Preferences,f1b8
room_service,Room Service,eb49
rotate_90_degrees_ccw,Rotate 90 Degrees Ccw,e418
rotate_left,Rotate Left,e419
rotate_right,Rotate Right,e41a
rounded_corner,Rounded Corner,e920
router,Router,e328
rowing,Rowing,e921
rss_feed,Rss Feed,e0e5
rtt,Rtt,e9ad
rule,Rule,f1c2
rule_folder,Rule Folder,f1c9
run_circle,Run Circle,ef6f
rv_hookup,Rv Hookup,e642
sanitizer,Sanitizer,f21d
satellite,Satellite,e562
save,Save,e161
save_alt,Save Alt,e171
saved_search,Saved Search,ea11
scanner,Scanner,e329
scatter_plot,Scatter Plot,e268
schedule,Schedule,e8b5
schedule_send,Schedule Send,ea0a
school,School,e80c
science,Science,ea4b
score,Score,e269
screen_lock_landscape,Screen Lock Landscape,e1be
screen_lock_portrait,Screen Lock Portrait,e1bf
screen_lock_rotation,Screen Lock Rotation,e1c0
screen_rotation,Screen Rotation,e1c1
screen_search_desktop,Screen Search Desktop,ef70
screen_share,Screen Share,e0e2
sd,Sd,e9dd
sd_card,Sd Card,e623
sd_storage,Sd Storage,e1c2
search,Search,e8b6
search_off,Search Off,ea76
security,Security,e32a
segment,Segment,e94b
select_all,Select All,e162
self_improvement,Self Improvement,ea78
send,Send,e163
send_and_archive,Send and Archive,ea0c
send_to_mobile,Send to Mobile,f05c
sensor_door,Sensor Door,f1b5
sensor_window,Sensor Window,f1b4
sentiment_dissatisfied,Sentiment Dissatisfied,e811
sentiment_neutral,Sentiment Neutral,e812
sentiment_satisfied,Sentiment Satisfied,e813
sentiment_satisfied_alt,Sentiment Satisfied Alt,e0ed
sentiment_very_dissatisfied,Sentiment Very Dissatisfied,e814
sentiment_very_satisfied,Sentiment Very Satisfied,e815
set_meal,Set Meal,f1ea
settings,Settings,e8b8
settings_applications,Settings Applications,e8b9
settings_backup_restore,Settings Backup Restore,e8ba
settings_bluetooth,Settings Bluetooth,e8bb
settings_brightness,Settings Brightness,e8bd
settings_cell,Settings Cell,e8bc
settings_display,Settings Display,e8bd
settings_ethernet,Settings Ethernet,e8be
settings_input_antenna,Settings Input Antenna,e8bf
settings_input_component,Settings Input Component,e8c0
settings_input_composite,Settings Input Composite,e8c1
settings_input_hdmi,Settings Input Hdmi,e8c2
settings_input_svideo,Settings Input Svideo,e8c3
settings_overscan,Settings Overscan,e8c4
settings_phone,Settings Phone,e8c5
settings_power,Settings Power,e8c6
settings_remote,Settings Remote,e8c7
settings_system_daydream,Settings System Daydream,e1c3
settings_voice,Settings Voice,e8c8
share,Share,e80d
shield,Shield,e9e0
shop,Shop,e8c9
shop_two,Shop Two,e8ca
shopping_bag,Shopping Bag,f1cc
shopping_basket,Shopping Basket,e8cb
shopping_cart,Shopping Cart,e8cc
short_text,Short Text,e261
show_chart,Show Chart,e6e1
shuffle,Shuffle,e043
shuffle_on,Shuffle on,e9e1
shutter_speed,Shutter Speed,e43d
sick,Sick,f220
signal_cellular_0_bar,Signal Cellular 0 Bar,f0a8
signal_cellular_4_bar,Signal Cellular 4 Bar,e1c8
signal_cellular_alt,Signal Cellular Alt,e202
signal_cellular_connected_no_internet_4_bar,Signal Cellular Connected No Internet 4 Bar,e1cd
signal_cellular_no_sim,Signal Cellular No Sim,e1ce
signal_cellular_null,Signal Cellular Null,e1cf
signal_cellular_off,Signal Cellular Off,e1d0
signal_wifi_0_bar,Signal Wifi 0 Bar,f0b0
signal_wifi_4_bar,Signal Wifi 4 Bar,e1d8
signal_wifi_4_bar_lock,Signal Wifi 4 Bar Lock,e1d9
signal_wifi_off,Signal Wifi Off,e1da
sim_card,Sim Card,e32b
sim_card_alert,Sim Card Alert,e624
single_bed,Single Bed,ea48
skip_next,Skip Next,e044
skip_previous,Skip Previous,e045
slideshow,Slideshow,e41b
slow_motion_video,Slow Motion Video,e068
smart_button,Smart Button,f1c1
smartphone,Smartphone,e32c
smoke_free,Smoke Free,eb4a
smoking_rooms,Smoking Rooms,eb4b
sms,Sms,e625
sms_failed,Sms Failed,e626
snippet_folder,Snippet Folder,f1c7
snooze,Snooze,e046
soap,Soap,f1b2
sort,Sort,e164
sort_by_alpha,Sort by Alpha,e053
source,Source,f1c4
south,South,f1e3
south_east,South East,f1e4
south_west,South West,f1e5
spa,Spa,eb4c
space_bar,Space Bar,e256
speaker,Speaker,e32d
speaker_group,Speaker Group,e32e
speaker_notes,Speaker Notes,e8cd
speaker_notes_off,Speaker Notes Off,e92a
speaker_phone,Speaker Phone,e0d2
speed,Speed,e9e4
spellcheck,Spellcheck,e8ce
sports,Sports,ea30
sports_bar,Sports Bar,f1f3
sports_baseball,Sports Baseball,ea51
sports_basketball,Sports Basketball,ea26
sports_cricket,Sports Cricket,ea27
sports_esports,Sports Esports,ea28
sports_football,Sports Football,ea29
sports_golf,Sports Golf,ea2a
sports_handball,Sports Handball,ea33
sports_hockey,Sports Hockey,ea2b
sports_kabaddi,Sports Kabaddi,ea34
sports_mma,Sports Mma,ea2c
sports_motorsports,Sports Motorsports,ea2d
sports_rugby,Sports Rugby,ea2e
sports_soccer,Sports Soccer,ea2f
sports_tennis,Sports Tennis,ea32
sports_volleyball,Sports Volleyball,ea31
square_foot,Square Foot,ea49
stacked_bar_chart,Stacked Bar Chart,e9e6
stacked_line_chart,Stacked Line Chart,f22b
stairs,Stairs,f1a9
star,Star,e838
star_border,Star Border,e83a
star_half,Star Half,e839
star_outline,Star Outline,e83a
star_outline,Star Outline,f06f
star_rate,Star Rate,f0ec
stars,Stars,e8d0
stay_current_landscape,Stay Current Landscape,e0d3
stay_current_portrait,Stay Current Portrait,e0d4
stay_primary_landscape,Stay Primary Landscape,e0d5
stay_primary_portrait,Stay Primary Portrait,e0d6
sticky_note_2,Sticky Note 2,f1fc
stop,Stop,e047
stop_circle,Stop Circle,ef71
stop_screen_share,Stop Screen Share,e0e3
storage,Storage,e1db
store,Store,e8d1
store_mall_directory,Store Mall Directory,e563
storefront,Storefront,ea12
straighten,Straighten,e41c
stream,Stream,e9e9
streetview,Streetview,e56e
strikethrough_s,Strikethrough S,e257
stroller,Stroller,f1ae
style,Style,e41d
subdirectory_arrow_left,Subdirectory Arrow Left,e5d9
subdirectory_arrow_right,Subdirectory Arrow Right,e5da
subject,Subject,e8d2
subscript,Subscript,f111
subscriptions,Subscriptions,e064
subtitles,Subtitles,e048
subtitles_off,Subtitles Off,ef72
subway,Subway,e56f
superscript,Superscript,f112
supervised_user_circle,Supervised User Circle,e939
supervisor_account,Supervisor Account,e8d3
support,Support,ef73
support_agent,Support Agent,f0e2
surround_sound,Surround Sound,e049
swap_calls,Swap Calls,e0d7
swap_horiz,Swap Horiz,e8d4
swap_horizontal_circle,Swap Horizontal Circle,e933
swap_vert,Swap Vert,e8d5
swap_vert_circle,Swap Vert Circle,e8d6
swap_vertical_circle,Swap Vertical Circle,e8d6
swipe,Swipe,e9ec
switch_account,Switch Account,e9ed
switch_camera,Switch Camera,e41e
switch_left,Switch Left,f1d1
switch_right,Switch Right,f1d2
switch_video,Switch Video,e41f
sync,Sync,e627
sync_alt,Sync Alt,ea18
sync_disabled,Sync Disabled,e628
sync_problem,Sync Problem,e629
system_update,System Update,e62a
system_update_alt,System Update Alt,e8d7
system_update_tv,System Update Tv,e8d7
tab,Tab,e8d8
tab_unselected,Tab Unselected,e8d9
table_chart,Table Chart,e265
table_rows,Table Rows,f101
table_view,Table View,f1be
tablet,Tablet,e32f
tablet_android,Tablet Android,e330
tablet_mac,Tablet Mac,e331
tag,Tag,e9ef
tag_faces,Tag Faces,e420
takeout_dining,Takeout Dining,ea74
tap_and_play,Tap and Play,e62b
tapas,Tapas,f1e9
taxi_alert,Taxi Alert,ef74
terrain,Terrain,e564
text_fields,Text Fields,e262
text_format,Text Format,e165
text_rotate_up,Text Rotate Up,e93a
text_rotate_vertical,Text Rotate Vertical,e93b
text_rotation_angledown,Text Rotation Angledown,e93c
text_rotation_angleup,Text Rotation Angleup,e93d
text_rotation_down,Text Rotation Down,e93e
text_rotation_none,Text Rotation None,e93f
text_snippet,Text Snippet,f1c6
textsms,Textsms,e0d8
texture,Texture,e421
theater_comedy,Theater Comedy,ea66
theaters,Theaters,e8da
thumb_down,Thumb Down,e8db
thumb_down_alt,Thumb Down Alt,e816
thumb_down_off_alt,Thumb Down Off Alt,e9f2
thumb_up,Thumb Up,e8dc
thumb_up_alt,Thumb Up Alt,e817
thumb_up_off_alt,Thumb Up Off Alt,e9f3
thumbs_up_down,Thumbs Up Down,e8dd
time_to_leave,Time to Leave,e62c
timelapse,Timelapse,e422
timeline,Timeline,e922
timer,Timer,e425
timer_10,Timer 10,e423
timer_3,Timer 3,e424
timer_off,Timer Off,e426
title,Title,e264
toc,Toc,e8de
today,Today,e8df
toggle_off,Toggle Off,e9f5
toggle_on,Toggle on,e9f6
toll,Toll,e8e0
tonality,Tonality,e427
topic,Topic,f1c8
touch_app,Touch App,e913
tour,Tour,ef75
toys,Toys,e332
track_changes,Track Changes,e8e1
traffic,Traffic,e565
train,Train,e570
tram,Tram,e571
transfer_within_a_station,Transfer Within a Station,e572
transform,Transform,e428
transit_enterexit,Transit Enterexit,e579
translate,Translate,e8e2
trending_down,Trending Down,e8e3
trending_flat,Trending Flat,e8e4
trending_neutral,Trending Neutral,e8e4
trending_up,Trending Up,e8e5
trip_origin,Trip Origin,e57b
tty,Tty,f1aa
tune,Tune,e429
turned_in,Turned in,e8e6
turned_in_not,Turned in Not,e8e7
tv,Tv,e333
tv_off,Tv Off,e647
two_wheeler,Two Wheeler,e9f9
umbrella,Umbrella,f1ad
unarchive,Unarchive,e169
undo,Undo,e166
unfold_less,Unfold Less,e5d6
unfold_more,Unfold More,e5d7
unpublished,Unpublished,f236
unsubscribe,Unsubscribe,e0eb
update,Update,e923
update_disabled,Update Disabled,e075
upgrade,Upgrade,f0fb
upload_file,Upload File,e9fc
usb,Usb,e1e0
verified,Verified,ef76
verified_user,Verified User,e8e8
vertical_align_bottom,Vertical Align Bottom,e258
vertical_align_center,Vertical Align Center,e259
vertical_align_top,Vertical Align Top,e25a
vertical_distribute,Vertical Distribute,e076
vertical_split,Vertical Split,e949
vibration,Vibration,e62d
video_call,Video Call,e070
video_collection,Video Collection,e04a
video_label,Video Label,e071
video_library,Video Library,e04a
video_settings,Video Settings,ea75
videocam,Videocam,e04b
videocam_off,Videocam Off,e04c
videogame_asset,Videogame Asset,e338
view_agenda,View Agenda,e8e9
view_array,View Array,e8ea
view_carousel,View Carousel,e8eb
view_column,View Column,e8ec
view_comfortable,View Comfortable,e42a
view_comfy,View Comfy,e42a
view_compact,View Compact,e42b
view_day,View Day,e8ed
view_headline,View Headline,e8ee
view_in_ar,View in Ar,e9fe
view_list,View List,e8ef
view_module,View Module,e8f0
view_quilt,View Quilt,e8f1
view_sidebar,View Sidebar,f114
view_stream,View Stream,e8f2
view_week,View Week,e8f3
vignette,Vignette,e435
visibility,Visibility,e8f4
visibility_off,Visibility Off,e8f5
voice_chat,Voice Chat,e62e
voice_over_off,Voice Over Off,e94a
voicemail,Voicemail,e0d9
volume_down,Volume Down,e04d
volume_mute,Volume Mute,e04e
volume_off,Volume Off,e04f
volume_up,Volume Up,e050
volunteer_activism,Volunteer Activism,ea70
vpn_key,Vpn Key,e0da
vpn_lock,Vpn Lock,e62f
wallet_giftcard,Wallet Giftcard,e8f6
wallet_membership,Wallet Membership,e8f7
wallet_travel,Wallet Travel,e8f8
wallpaper,Wallpaper,e1bc
warning,Warning,e002
wash,Wash,f1b1
watch,Watch,e334
watch_later,Watch Later,e924
water_damage,Water Damage,f203
waterfall_chart,Waterfall Chart,ea00
waves,Waves,e176
wb_auto,Wb Auto,e42c
wb_cloudy,Wb Cloudy,e42d
wb_incandescent,Wb Incandescent,e42e
wb_iridescent,Wb Iridescent,e436
wb_shade,Wb Shade,ea01
wb_sunny,Wb Sunny,e430
wb_twighlight,Wb Twighlight,ea02
wc,Wc,e63d
web,Web,e051
web_asset,Web Asset,e069
weekend,Weekend,e16b
west,West,f1e6
whatshot,Whatshot,e80e
wheelchair_pickup,Wheelchair Pickup,f1ab
where_to_vote,Where to Vote,e177
widgets,Widgets,e1bd
wifi,Wifi,e63e
wifi_calling,Wifi Calling,ef77
wifi_lock,Wifi Lock,e1e1
wifi_off,Wifi Off,e648
wifi_protected_setup,Wifi Protected Setup,f0fc
wifi_tethering,Wifi Tethering,e1e2
wine_bar,Wine Bar,f1e8
work,Work,e8f9
work_off,Work Off,e942
work_outline,Work Outline,e943
workspaces_filled,Workspaces Filled,ea0d
workspaces_outline,Workspaces Outline,ea0f
wrap_text,Wrap Text,e25b
wrong_location,Wrong Location,ef78
wysiwyg,Wysiwyg,f1c3
youtube_searched_for,Youtube Searched for,e8fa
zoom_in,Zoom in,e8ff
zoom_out,Zoom Out,e900
zoom_out_map,Zoom Out Map,e56b
